First Name,Last Name,Party,Constituency,Gender,Sitting TD,Valid Poll,Quota,Elected on count,Final vote,1st pref,% 1st pref,Count 2,% transfers 2,Count 3,% transfers 3,Count 4,% transfers 4,Count 5,% transfers 5,Count 6,% transfers 6,Count 7,% transfers 7,Count 8,% transfers 8,Count 9,% transfers 9,Count 10,% transfers 10,Count 11,% transfers 11,Count 12,% transfers 12,Count 13,% transfers 13,Count 14,% transfers 14,Count 15,% transfers 15
Tim,LOMBARD,Fine Gael,Cork South-West,Male,No,"44,338","11,085",,"9,526","5,865",13.20,52,8.30,65,6.50,188,10.70,499,24.60,"1,888",68.70,576,11.80,393,6.70,,,,,,,,,,,,,,
Margaret,MURPHY O'MAHONY,Fianna Fáil,Cork South-West,Female,Yes,"44,338","11,085",,,"4,077",9.20,86,13.70,111,11.10,78,4.40,409,20.20,102,3.70,"-4,863",0.00,,0.00,,,,,,,,,,,,,,
Kevin,O'CONNOR,Solidarity-People Before Profit,Cork South-West,Male,No,"44,338","11,085",,,427,1.00,8,1.30,-435,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,
Sean,O'LEARY,Independent,Cork South-West,Male,No,"44,338","11,085",,,33,0.10,2,0.30,-35,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,
Christopher,O'SULLIVAN,Fianna Fáil,Cork South-West,Male,No,"44,338","11,085",8,"11,262","6,262",14.10,138,22.00,103,10.30,99,5.60,358,17.70,268,9.80,"3,045",62.60,989,17.00,,,,,,,,,,,,,,
Mairéad,RUANE,Aontú,Cork South-West,Female,No,"44,338","11,085",,,515,1.20,16,2.60,-531,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,
Peter,CASEY,Independent,Donegal,Male,No,"77,452","12,909",,,"1,143",1.50,661,8.10,146,14.90,182,19.30,"-2,132",0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Pearse,DOHERTY,Sinn Féin,Donegal,Male,Yes,"77,452","12,909",1,"21,044","21,044",27.20,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Pat The Cope,GALLAGHER,Fianna Fáil,Donegal,Male,Yes,"77,452","12,909",,"11,074","7,469",9.60,"1,192",14.70,27,2.70,41,4.40,176,8.30,130,5.60,483,13.40,628,16.10,928,13.10,,,,,,,,,,,,
Martin,HARLEY,Fine Gael,Donegal,Male,No,"77,452","12,909",,,"3,056",3.90,435,5.30,11,1.10,24,2.60,124,5.80,121,5.20,125,3.50,"-3,896",0.00,,0.00,,,,,,,,,,,,
Pádraig,MacLOCHLAINN,Sinn Féin,Donegal,Male,No,"77,452","12,909",1,"13,891","13,891",17.90,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Charlie,McCONALOGUE,Fianna Fáil,Donegal,Male,Yes,"77,452","12,909",9,"11,432","8,347",10.80,524,6.40,151,15.40,56,6.00,347,16.30,208,8.90,421,11.70,216,5.50,"1,162",16.40,,,,,,,,,,,,
Niall,McCONNELL,Independent,Donegal,Male,No,"77,452","12,909",,,580,0.70,223,2.70,29,3.00,-832,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Arthur,McGUINNESS,Independent,Donegal,Male,No,"77,452","12,909",,,56,0.10,43,0.50,10,1.00,-109,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Joe,McHUGH,Fine Gael,Donegal,Male,Yes,"77,452","12,909",9,"12,104","7,621",9.80,472,5.80,36,3.70,41,4.40,139,6.50,431,18.40,248,6.90,"1,932",49.60,"1,184",16.70,,,,,,,,,,,,
John,O'DONNELL,Independent,Donegal,Male,No,"77,452","12,909",,,"4,735",6.10,885,10.90,160,16.30,111,11.80,277,13.00,126,5.40,662,18.40,150,3.90,"-7,106",0.00,,,,,,,,,,,,
Thomas,PRINGLE,Independent,Donegal,Male,Yes,"77,452","12,909",9,"12,245","5,472",7.10,"2,798",34.40,251,25.60,100,10.60,326,15.30,690,29.50,604,16.80,514,13.20,"1,490",21.00,,,,,,,,,,,,
Mary T.,SWEENEY,Aontú,Donegal,Female,No,"77,452","12,909",,,"2,382",3.10,445,5.50,80,8.10,221,23.50,221,10.40,251,10.70,"-3,600",0.00,,0.00,,0.00,,,,,,,,,,,,
Michael,WHITE,Green Party,Donegal,Male,No,"77,452","12,909",,,"1,656",2.10,457,5.60,81,8.20,26,2.80,119,5.60,"-2,339",0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Richard,BRUTON,Fine Gael,Dublin Bay North,Male,Yes,"71,606","11,935",10,"13,367","11,156",15.60,159,1.70,19,5.30,54,11.10,31,5.30,23,3.00,43,3.70,37,2.10,20,0.90,"1,825",75.70,,0.00,,0.00,,0.00,,0.00,,
Michael,BURKE,Independent,Dublin Bay North,Male,No,"71,606","11,935",,,370,0.50,232,2.50,21,5.80,34,7.00,122,20.70,-779,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,
Conor,CREAVEN,Independent,Dublin Bay North,Male,No,"71,606","11,935",,,418,0.60,63,0.70,6,1.70,-487,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,
Brian,GARRIGAN,Independent,Dublin Bay North,Male,No,"71,606","11,935",,,372,0.50,157,1.70,22,6.10,37,7.60,-588,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,
Ben,GILROY,Irish Freedom Party,Dublin Bay North,Male,No,"71,606","11,935",,,771,1.10,503,5.30,9,2.50,10,2.10,58,9.90,181,23.20,227,19.30,"-1,759",0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,
Seán,HAUGHEY,Fianna Fáil,Dublin Bay North,Male,Yes,"71,606","11,935",14,"10,955","6,651",9.30,361,3.80,14,3.90,42,8.60,43,7.30,48,6.20,208,17.70,139,7.90,55,2.50,46,1.90,189,13.20,"2,779",61.50,122,2.60,258,4.00,,
David,HEALY,Green Party,Dublin Bay North,Male,No,"71,606","11,935",,"8,527","5,042",7.00,673,7.20,13,3.60,50,10.30,44,7.50,51,6.50,132,11.20,144,8.20,78,3.60,78,3.20,340,23.70,363,8.00,589,12.40,930,14.50,,
Deirdre,HENEY,Fianna Fáil,Dublin Bay North,Female,No,"71,606","11,935",,,"3,643",5.10,161,1.70,18,5.00,22,4.50,13,2.20,21,2.70,173,14.70,124,7.00,18,0.80,110,4.60,218,15.20,"-4,521",0.00,,0.00,,0.00,,
John,LYONS,Independent,Dublin Bay North,Male,No,"71,606","11,935",,,"1,882",2.60,"1,823",19.40,87,24.10,32,6.60,69,11.70,181,23.20,51,4.30,476,27.10,374,17.30,11,0.50,18,1.30,92,2.00,"1,325",27.80,"-6,421",0.00,,
Linda,McEVOY,Independent,Dublin Bay North,Female,No,"71,606","11,935",,,202,0.30,124,1.30,-326,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,
Denise,MITCHELL,Sinn Féin,Dublin Bay North,Female,Yes,"71,606","11,935",1,"21,344","21,344",29.80,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,
Bernard,MULVANY,Solidarity-People Before Profit,Dublin Bay North,Male,No,"71,606","11,935",,,"1,409",2.00,"1,960",20.80,29,8.00,18,3.70,28,4.80,44,5.60,40,3.40,180,10.20,929,42.90,34,1.40,9,0.60,79,1.70,"-4,759",0.00,,0.00,,
Catherine,NOONE,Fine Gael,Dublin Bay North,Female,No,"71,606","11,935",,,"2,279",3.20,62,0.70,13,3.60,12,2.50,10,1.70,5,0.60,8,0.70,16,0.90,7,0.30,"-2,412",0.00,,0.00,,0.00,,0.00,,0.00,,
Michael,O'BRIEN,Solidarity-People Before Profit,Dublin Bay North,Male,No,"71,606","11,935",,,722,1.00,"1,193",12.70,20,5.50,10,2.10,23,3.90,27,3.50,42,3.60,126,7.20,"-2,163",0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,
Cian,O'CALLAGHAN,Social Democrats,Dublin Bay North,Male,No,"71,606","11,935",14,"12,438","6,229",8.70,"1,191",12.70,23,6.40,98,20.10,40,6.80,30,3.90,88,7.50,106,6.00,379,17.50,97,4.00,182,12.70,269,6.00,"1,425",29.90,"2,281",35.50,,
Proinsias,Ó CONARÁIN,Aontú,Dublin Bay North,Male,No,"71,606","11,935",,,973,1.40,119,1.30,14,3.90,4,0.80,22,3.70,42,5.40,"-1,174",0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,
Sean,O'LEARY,Independent,Dublin Bay North,Male,No,"71,606","11,935",,,16,0.00,19,0.20,-35,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,
Aodhán,Ó RÍORDÁIN,Labour Party,Dublin Bay North,Male,No,"71,606","11,935",14,"11,283","8,127",11.30,609,6.50,29,8.00,30,6.20,38,6.50,29,3.70,65,5.50,62,3.50,102,4.70,160,6.60,476,33.20,585,12.90,423,8.90,548,8.50,,
Chris,ANDREWS,Sinn Féin,Dublin Bay South,Male,No,"39,591","7,919",8,"8,797","6,361",16.10,51,5.30,9,5.10,92,16.10,145,19.30,57,6.70,"1,122",32.10,960,19.30,,,,,,,,,,,,,,
Norma,BURKE,Independent,Dublin Bay South,Female,No,"39,591","7,919",,,110,0.30,6,0.60,-116,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,
Peter,DOOLEY,Independent,Dublin Bay South,Male,No,"39,591","7,919",,,281,0.70,7,0.70,29,16.30,-317,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,
Sarah,DURCAN,Social Democrats,Dublin Bay South,Female,No,"39,591","7,919",,,"1,801",4.50,187,19.30,33,18.50,60,10.50,77,10.20,52,6.10,"-2,210",0.00,,0.00,,,,,,,,,,,,,,
Mannix,FLYNN,Independent,Dublin Bay South,Male,No,"39,591","7,919",,,645,1.60,30,3.10,15,8.40,63,11.00,-753,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,
Jacqui,GILBOURNE,Renua,Dublin Bay South,Female,No,"39,591","7,919",,,634,1.60,9,0.90,13,7.30,146,25.50,45,6.00,-847,0.00,,0.00,,0.00,,,,,,,,,,,,,,
Kevin,HUMPHREYS,Labour Party,Dublin Bay South,Male,No,"39,591","7,919",,,"3,121",7.90,234,24.10,20,11.20,31,5.40,110,14.60,73,8.60,"1,382",39.60,"-4,971",0.00,,,,,,,,,,,,,,
John Dominic,KEIGHER,Independent,Dublin Bay South,Male,No,"39,591","7,919",,,48,0.10,2,0.20,-50,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,
Annette,MOONEY,Solidarity-People Before Profit,Dublin Bay South,Female,No,"39,591","7,919",,,"1,002",2.50,47,4.90,13,7.30,83,14.50,98,13.00,39,4.60,"-1,282",0.00,,0.00,,,,,,,,,,,,,,
Eoghan,MURPHY,Fine Gael,Dublin Bay South,Male,Yes,"39,591","7,919",8,"7,602","6,346",16.00,118,12.20,9,5.10,16,2.80,55,7.30,94,11.10,129,3.70,835,16.80,,,,,,,,,,,,,,
Jim,O'CALLAGHAN,Fianna Fáil,Dublin Bay South,Male,Yes,"39,591","7,919",8,"7,158","5,474",13.80,113,11.70,10,5.60,25,4.40,96,12.70,259,30.60,203,5.80,978,19.70,,,,,,,,,,,,,,
Kate,O'CONNELL,Fine Gael,Dublin Bay South,Female,Yes,"39,591","7,919",,"6,270","4,624",11.70,161,16.60,10,5.60,15,2.60,59,7.80,22,2.60,236,6.80,"1,143",23.00,,,,,,,,,,,,,,
Sean,O'LEARY,Independent,Dublin Bay South,Male,No,"39,591","7,919",,,11,0.00,1,0.10,-12,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,
Eamon,RYAN,Green Party,Dublin Bay South,Male,Yes,"39,591","7,919",1,"8,888","8,888",22.40,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,
Ben,SCALLAN,Irish Freedom Party,Dublin Bay South,Male,No,"39,591","7,919",,,245,0.60,3,0.30,7,3.90,-255,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,
Gillian,BRIEN,Solidarity-People Before Profit,Dublin Central,Female,No,"31,435","6,288",,,776,2.50,814,16.50,34,9.10,201,48.10,11,1.90,292,20.90,105,5.00,"-2,233",0.00,,0.00,,,,,,,,,,,,
Christy,BURKE,Independent,Dublin Central,Male,No,"31,435","6,288",,"5,168","1,509",4.80,"1,835",37.20,66,17.70,31,7.40,8,1.40,160,11.40,301,14.30,637,28.50,621,15.50,,,,,,,,,,,,
Patrick,CLOHESSY,Independent,Dublin Central,Male,No,"31,435","6,288",,,33,0.10,14,0.30,-47,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Joe,COSTELLO,Labour Party,Dublin Central,Male,No,"31,435","6,288",,,"1,702",5.40,275,5.60,12,3.20,7,1.70,33,5.60,79,5.60,"-2,108",0.00,,0.00,,0.00,,,,,,,,,,,,
Paschal,DONOHOE,Fine Gael,Dublin Central,Male,Yes,"31,435","6,288",9,"6,126","4,181",13.30,101,2.00,8,2.20,2,0.50,395,66.80,51,3.60,372,17.60,37,1.70,979,24.40,,,,,,,,,,,,
Deirdre,DUFFY,Fine Gael,Dublin Central,Female,No,"31,435","6,288",,,570,1.80,14,0.30,5,1.30,2,0.50,-591,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Mary,FITZPATRICK,Fianna Fáil,Dublin Central,Female,No,"31,435","6,288",,,"3,228",10.30,275,5.60,27,7.30,5,1.20,35,5.90,153,10.90,244,11.60,43,1.90,"-4,010",0.00,,,,,,,,,,,,
Gary,GANNON,Social Democrats,Dublin Central,Male,No,"31,435","6,288",9,"5,718","2,912",9.30,693,14.00,33,8.90,58,13.90,28,4.70,188,13.40,445,21.10,671,30.00,690,17.20,,,,,,,,,,,,
Rita,HARROLD,Solidarity-People Before Profit,Dublin Central,Female,No,"31,435","6,288",,,201,0.60,202,4.10,15,4.00,-418,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Neasa,HOURIGAN,Green Party,Dublin Central,Female,No,"31,435","6,288",9,"6,551","3,851",12.30,403,8.20,17,4.60,41,9.80,59,10.00,235,16.80,512,24.30,518,23.20,915,22.80,,,,,,,,,,,,
Mary Lou,McDONALD,Sinn Féin,Dublin Central,Female,Yes,"31,435","6,288",1,"11,223","11,223",35.70,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Sarah Louise,MULLIGAN,Independent,Dublin Central,Female,No,"31,435","6,288",,,124,0.40,29,0.60,-153,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Sean,O'LEARY,Independent,Dublin Central,Male,No,"31,435","6,288",,,12,0.00,7,0.10,-19,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Éilis,RYAN,Workers' Party,Dublin Central,Female,No,"31,435","6,288",,,429,1.40,164,3.30,24,6.50,39,9.30,6,1.00,-662,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Ian Noel,SMYTH,Aontú,Dublin Central,Male,No,"31,435","6,288",,,583,1.90,57,1.20,90,24.20,7,1.70,,0.00,-737,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Dolores,WEBSTER,Independent,Dublin Central,Female,No,"31,435","6,288",,,101,0.30,52,1.10,-153,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Glenn,BRADY,Independent,Dublin Fingal,Male,No,"63,440","10,574",,,536,0.80,132,2.50,35,7.40,-703,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,
Lorraine,CLIFFORD-LEE,Fianna Fáil,Dublin Fingal,Female,No,"63,440","10,574",,,"3,523",5.60,145,2.80,13,2.70,51,7.30,16,1.80,93,5.80,27,1.40,152,4.70,255,7.30,"-4,275",0.00,,0.00,,0.00,,,,,,
Alan,FARRELL,Fine Gael,Dublin Fingal,Male,Yes,"63,440","10,574",11,"10,577","6,213",9.80,65,1.20,5,1.10,29,4.10,17,1.90,56,3.50,21,1.10,86,2.70,"2,240",63.90,"1,022",23.90,823,14.10,,0.00,,,,,,
Terry,KELLEHER,Solidarity-People Before Profit,Dublin Fingal,Male,No,"63,440","10,574",,,674,1.10,717,13.70,33,7.00,89,12.70,287,32.10,83,5.10,"-1,883",0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,
Dean,MULLIGAN,Independents 4 Change,Dublin Fingal,Male,No,"63,440","10,574",,"8,152","2,529",4.00,"1,171",22.40,62,13.10,120,17.10,103,11.50,217,13.40,777,41.30,883,27.40,110,3.10,475,11.10,"1,641",28.10,64,43.80,,,,,,
Paul,MULVILLE,Social Democrats,Dublin Fingal,Male,No,"63,440","10,574",,,"2,206",3.50,422,8.10,28,5.90,73,10.40,75,8.40,75,4.60,347,18.40,"-3,226",0.00,,0.00,,0.00,,0.00,,0.00,,,,,,
Tony,MURPHY,Independent,Dublin Fingal,Male,No,"63,440","10,574",,,"3,622",5.70,513,9.80,48,10.10,79,11.20,85,9.50,421,26.10,152,8.10,213,6.60,213,6.10,492,11.50,"-5,838",0.00,,0.00,,,,,,
Darragh,O'BRIEN,Fianna Fáil,Dublin Fingal,Male,Yes,"63,440","10,574",8,"10,652","10,111",15.90,195,3.70,17,3.60,31,4.40,11,1.20,138,8.60,27,1.40,122,3.80,,0.00,,0.00,,0.00,,0.00,,,,,,
Joe,O'BRIEN,Green Party,Dublin Fingal,Male,Yes,"63,440","10,574",8,"10,720","8,400",13.20,667,12.80,37,7.80,77,11.00,108,12.10,139,8.60,252,13.40,"1,040",32.20,,0.00,,0.00,,0.00,,0.00,,,,,,
Gemma,O'DOHERTY,Independent,Dublin Fingal,Female,No,"63,440","10,574",,,"1,252",2.00,210,4.00,76,16.10,35,5.00,41,4.60,"-1,614",0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,
Louise,O'REILLY,Sinn Féin,Dublin Fingal,Female,Yes,"63,440","10,574",1,"15,792","15,792",24.90,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,
James,REILLY,Fine Gael,Dublin Fingal,Male,No,"63,440","10,574",,,"3,280",5.20,67,1.30,19,4.00,11,1.60,26,2.90,30,1.90,17,0.90,53,1.60,"-3,503",0.00,,0.00,,0.00,,0.00,,,,,,
Alistair,SMITH,United People,Dublin Fingal,Male,No,"63,440","10,574",,,43,0.10,54,1.00,-97,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,
Duncan,SMITH,Labour Party,Dublin Fingal,Male,No,"63,440","10,574",12,"8,340","4,513",7.10,385,7.40,38,8.00,52,7.40,64,7.20,86,5.30,84,4.50,469,14.50,435,12.40,"1,009",23.60,"1,123",19.20,82,56.20,,,,,,
Sandra,SWEETMAN,Independent,Dublin Fingal,Female,No,"63,440","10,574",,,259,0.40,117,2.20,-376,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,
Oghenetano John,UWHUMIAKPOR,Solidarity-People Before Profit,Dublin Fingal,Male,No,"63,440","10,574",,,487,0.80,358,6.90,30,6.30,20,2.80,-895,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,
Vicki,CASSERLY,Fine Gael,Dublin Mid-West,Female,No,"45,452","9,091",,,"3,501",7.70,17,0.60,11,1.50,53,4.50,34,2.60,219,12.50,373,10.20,"-4,208",0.00,,0.00,,,,,,,,,,,,
John,CURRAN,Fianna Fáil,Dublin Mid-West,Male,Yes,"45,452","9,091",,"7,383","4,931",10.80,49,1.80,17,2.40,452,38.30,106,8.20,149,8.50,345,9.40,405,9.60,929,17.20,,,,,,,,,,,,
David,GARDINER,Workers' Party,Dublin Mid-West,Male,No,"45,452","9,091",,,452,1.00,14,0.50,37,5.20,-503,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Paul,GOGARTY,Independent,Dublin Mid-West,Male,No,"45,452","9,091",,,"2,950",6.50,44,1.60,55,7.70,137,11.60,241,18.60,357,20.40,"1,052",28.70,576,13.70,"-5,412",0.00,,,,,,,,,,,,
Emer,HIGGINS,Fine Gael,Dublin Mid-West,Female,No,"45,452","9,091",9,"9,735","4,487",9.90,27,1.00,12,1.70,45,3.80,80,6.20,228,13.00,491,13.40,"2,860",68.00,"1,505",27.80,,,,,,,,,,,,
Peter,KAVANAGH,Green Party,Dublin Mid-West,Male,No,"45,452","9,091",,,"2,785",6.10,70,2.50,69,9.60,107,9.10,198,15.20,440,25.10,"-3,669",0.00,,0.00,,0.00,,,,,,,,,,,,
Gino,KENNY,Solidarity-People Before Profit,Dublin Mid-West,Male,Yes,"45,452","9,091",9,"8,089","3,572",7.90,247,9.00,409,57.00,188,15.90,455,35.00,244,13.90,"1,038",28.30,149,3.50,"1,787",33.00,,,,,,,,,,,,
Caitríona,McCLEAN,Fianna Fáil,Dublin Mid-West,Female,No,"45,452","9,091",,,667,1.50,7,0.30,3,0.40,-677,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Eoin,Ó BROIN,Sinn Féin,Dublin Mid-West,Male,Yes,"45,452","9,091",1,"11,842","11,842",26.10,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Francis,TIMMONS,Independent,Dublin Mid-West,Male,No,"45,452","9,091",,,"1,103",2.40,57,2.10,78,10.90,61,5.20,"-1,299",0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Joanna,TUFFY,Labour Party,Dublin Mid-West,Female,No,"45,452","9,091",,,"1,541",3.40,32,1.20,26,3.60,80,6.80,72,5.50,"-1,751",0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Mark,WARD,Sinn Féin,Dublin Mid-West,Male,Yes,"45,452","9,091",2,"9,808","7,621",16.80,"2,187",79.50,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,
Caroline,CONROY,Green Party,Dublin North-West,Female,No,"32,386","8,097",,,"1,548",4.80,553,8.80,103,15.10,87,10.20,"-2,291",0.00,,0.00,,,,,,,,,,,,,,,,,,
Ian,CROFT,Independent,Dublin North-West,Male,No,"32,386","8,097",,,209,0.60,239,3.80,-448,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,,,,,
Dessie,ELLIS,Sinn Féin,Dublin North-West,Male,Yes,"32,386","8,097",1,"14,375","14,375",44.40,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,,,,,
Niall,FITZGERALD,Independent,Dublin North-West,Male,No,"32,386","8,097",,,115,0.40,121,1.90,-236,0.00,,0.00,,0.00,,0.00,,,,,,,,,,,,,,,,,,
Paul,McAULIFFE,Fianna Fáil,Dublin North-West,Male,No,"32,386","8,097",6,"7,403","3,902",12.00,402,6.40,37,5.40,115,13.50,605,17.10,"2,342",50.50,,,,,,,,,,,,,,,,,,
Andrew,MONTAGUE,Labour Party,Dublin North-West,Male,No,"32,386","8,097",,,848,2.60,301,4.80,55,8.00,36,4.20,"-1,240",0.00,,0.00,,,,,,,,,,,,,,,,,,
Conor,REDDY,Solidarity-People Before Profit,Dublin North-West,Male,No,"32,386","8,097",,"6,308","1,215",3.80,"2,466",39.30,189,27.60,211,24.80,"1,416",40.10,811,17.50,,,,,,,,,,,,,,,,,,
Stephen,REDMOND,National Party,Dublin North-West,Male,No,"32,386","8,097",,,471,1.50,305,4.90,74,10.80,-850,0.00,,0.00,,0.00,,,,,,,,,,,,,,,,,,
